activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
active,8260733,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc2occ(/C=N/NC(=O)[C@@H](N)Cc3ccccc3)c(=O)c2c1.Cl,,,CHEMBL1201862,,,,CHEMBL1995593,,CHEMBL2008197,5.16,0,http://www.openphacts.org/units/Nanomolar,1147154,=,7,1,=,,IC50,nM,,6904.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,6.904
active,8260734,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C1NCCc2c1[nH]c1ccc([N+](=O)[O-])cc21,,,CHEMBL1201862,,,,CHEMBL1490392,,CHEMBL1490392,5.08,0,http://www.openphacts.org/units/Nanomolar,1116778,=,7,1,=,,IC50,nM,,8252.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,8.252
inactive,8260735,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1c(-c2ccccc2)c(C#N)c2nc3ccccc3n2c1N,,,CHEMBL1201862,,,,CHEMBL1304187,,CHEMBL1304187,4.66,0,http://www.openphacts.org/units/Nanomolar,1027527,=,7,1,=,,IC50,nM,,21890.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,21.89
inactive,8260736,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,CN1CCN(c2cccc3c2C(=O)c2ccccc2C3=O)CC1,,,CHEMBL1201862,,,,CHEMBL1491703,,CHEMBL1491703,,0,http://www.openphacts.org/units/Nanomolar,1030695,>,7,1,>,,IC50,nM,,35871.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,35.871
active,8260737,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,CNc1ncnc(Sc2nc(N)nc3[nH]cnc23)c1[N+](=O)[O-],,,CHEMBL1201862,,,,CHEMBL1318140,,CHEMBL1318140,5.55,0,http://www.openphacts.org/units/Nanomolar,1388450,=,7,1,=,,IC50,nM,,2810.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,2.81
active,8260738,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1c2ccc(O)cc2n2ccccc12,,,CHEMBL1201862,,,,CHEMBL1612809,,CHEMBL1612809,5.86,0,http://www.openphacts.org/units/Nanomolar,1139460,=,7,1,=,,IC50,nM,,1378.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,1.378
active,8260739,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NC(NC(=S)N1CCOCC1)C(Cl)(Cl)Cl)c1ccc(Cl)cc1,,,CHEMBL1201862,,,,CHEMBL1563358,,CHEMBL1563358,5.41,0,http://www.openphacts.org/units/Nanomolar,1022895,=,7,1,=,,IC50,nM,,3936.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,3.936
inactive,8260740,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(NC(=O)C2CCN(c3ncnc4sc(C)c(C)c34)CC2)cc1S(=O)(=O)N(C)C,,,CHEMBL1201862,,,,CHEMBL1517605,,CHEMBL1517605,,0,http://www.openphacts.org/units/Nanomolar,1260512,>,7,1,>,,IC50,nM,,11958.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,11.958
inactive,8260741,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,O=[N+]([O-])c1cccc2c1ccc1ncccc12,,,CHEMBL1201862,,,,CHEMBL1411648,,CHEMBL1411648,4.99,0,http://www.openphacts.org/units/Nanomolar,1216202,=,7,1,=,,IC50,nM,,10308.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,10.308
active,8260742,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1c2ccncc2cc2c1[nH]c1ccccc12,,,CHEMBL1201862,,,,CHEMBL1736199,,CHEMBL1736199,,0,http://www.openphacts.org/units/Nanomolar,1387348,>,7,1,>,,IC50,nM,,1331.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,1.331
active,8260743,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(O)c(Nc2ncnc3ccc([N+](=O)[O-])cc23)c1.Cl,,,CHEMBL1201862,,,,CHEMBL1511273,,CHEMBL1623972,5.45,0,http://www.openphacts.org/units/Nanomolar,1205808,=,7,1,=,,IC50,nM,,3587.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,3.587
inactive,8260744,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12.[Na+].[Na+],,,CHEMBL1201862,,,,CHEMBL2028187,,CHEMBL1160028,,0,http://www.openphacts.org/units/Nanomolar,1630409,>,7,1,>,,IC50,nM,,35877.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,35.877
active,8260745,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(OCC(=O)c2cc(C)n(Cc3cccs3)c2C)c([N+](=O)[O-])n1,,,CHEMBL1201862,,,,CHEMBL1580065,,CHEMBL1580065,5.28,0,http://www.openphacts.org/units/Nanomolar,1131096,=,7,1,=,,IC50,nM,,5234.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,5.234
active,8260746,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(Nc2ncnc3ccc(C)cc23)cc1,,,CHEMBL1201862,,,,CHEMBL1528507,,CHEMBL1528507,5.58,0,http://www.openphacts.org/units/Nanomolar,1207920,=,7,1,=,,IC50,nM,,2615.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,2.615
active,8260747,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NC(=S)Nc1ccc(N2CCN(C(=O)c3ccccc3)CC2)cc1)c1cccs1,,,CHEMBL1201862,,,,CHEMBL1540237,,CHEMBL1540237,5.15,0,http://www.openphacts.org/units/Nanomolar,1102639,=,7,1,=,,IC50,nM,,7013.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,7.013
inactive,8260748,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(-n2cnc3c(sc4nccc(N(C)C)c43)c2=O)cc1,,,CHEMBL1201862,,,,CHEMBL428909,,CHEMBL428909,4.96,0,http://www.openphacts.org/units/Nanomolar,1187244,=,7,1,=,,IC50,nM,,11026.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,11.026
active,8260749,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(c1ccncc1)N(Cc1cc2ccccc2nc1O)C1CCCCC1,,,CHEMBL1201862,,,,CHEMBL1600535,,CHEMBL1600535,5.27,0,http://www.openphacts.org/units/Nanomolar,1304728,=,7,1,=,,IC50,nM,,5341.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,5.341
active,8260750,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(N(Cc2cc(O)nc3ccccc23)C(=O)CCl)c(C)c1,,,CHEMBL1201862,,,,CHEMBL1398705,,CHEMBL1398705,5.57,0,http://www.openphacts.org/units/Nanomolar,1210361,=,7,1,=,,IC50,nM,,2669.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,2.669
active,8260751,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CCl)N1N=C(c2cccs2)CC1c1ccco1,,,CHEMBL1201862,,,,CHEMBL1549657,,CHEMBL1549657,,0,http://www.openphacts.org/units/Nanomolar,1090921,>,7,1,>,,IC50,nM,,3988.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,3.988
inactive,8260752,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)N(NC(=O)C(O)(CCC(C)C)CCC(C)C)c1ccccc1,,,CHEMBL1201862,,,,CHEMBL1549424,,CHEMBL1549424,,0,http://www.openphacts.org/units/Nanomolar,1031627,>,7,1,>,,IC50,nM,,35870.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,35.87
active,8260753,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CCl)N(c1ccccc1)C1CCS(=O)(=O)C1,,,CHEMBL1201862,,,,CHEMBL1418980,,CHEMBL1418980,5.76,0,http://www.openphacts.org/units/Nanomolar,1033909,=,7,1,=,,IC50,nM,,1744.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,1.744
active,8260754,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,,,CHEMBL1201862,,,,CHEMBL44657,ETOPOSIDE,CHEMBL44657,6.43,0,http://www.openphacts.org/units/Nanomolar,1373822,=,7,1,=,,IC50,nM,,374.72,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,0.37472
active,8260755,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)n1c(SCC(=O)Nc2nc3c(s2)CCCC3)nc2c1c(=O)n(C)c(=O)n2C,,,CHEMBL1201862,,,,CHEMBL1368708,,CHEMBL1368708,5.23,0,http://www.openphacts.org/units/Nanomolar,985415,=,7,1,=,,IC50,nM,,5858.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,5.858
inactive,8260756,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,CS(=O)(=O)Nc1cccc(NC(=O)C2Cc3c(-c4ccco4)ccnc3O2)c1,,,CHEMBL1201862,,,,CHEMBL1877372,,CHEMBL1877372,,0,http://www.openphacts.org/units/Nanomolar,1484746,>,7,1,>,,IC50,nM,,11955.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,11.955
active,8260757,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,CCN(C(=O)c1cc(S(=O)(=O)N2CCCCC2)c[nH]1)c1ccc(OC)cc1,,,CHEMBL1201862,,,,CHEMBL1717403,,CHEMBL1717403,5.10,0,http://www.openphacts.org/units/Nanomolar,1365921,=,7,1,=,,IC50,nM,,8000.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,8.0
active,8260758,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,CCCCC(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O,,,CHEMBL1201862,,,,CHEMBL1735689,,CHEMBL1735689,,0,http://www.openphacts.org/units/Nanomolar,1388545,>,7,1,>,,IC50,nM,,442.67,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,0.44267
active,8260759,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(cc1OC)C(NC(=O)C(F)(F)F)CNC2=O,,,CHEMBL1201862,,,,CHEMBL1456725,,CHEMBL1456725,5.58,0,http://www.openphacts.org/units/Nanomolar,1121791,=,7,1,=,,IC50,nM,,2621.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,2.621
active,8260760,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,CCc1ccc(-c2nc(CSCC(=O)NCc3ccco3)c(C)o2)cc1,,,CHEMBL1201862,,,,CHEMBL1486651,,CHEMBL1486651,5.19,0,http://www.openphacts.org/units/Nanomolar,1116287,=,7,1,=,,IC50,nM,,6432.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,6.432
active,8260761,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,C=CCNc1ncnc2ccc(Br)cc12,,,CHEMBL1201862,,,,CHEMBL494325,,CHEMBL494325,5.64,0,http://www.openphacts.org/units/Nanomolar,1282430,=,7,1,=,,IC50,nM,,2299.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,2.299
inactive,8260762,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(CNc2ncc(-c3ccc(F)cc3)n2C)c2ccccc12.O=C(O)C(=O)O,,,CHEMBL1201862,,,,CHEMBL1562983,,CHEMBL1624919,4.93,0,http://www.openphacts.org/units/Nanomolar,1202263,=,7,1,=,,IC50,nM,,11606.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,11.606
active,8260763,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(Nc2ncnc3ccc(Br)cc23)c(OC)c1,,,CHEMBL1201862,,,,CHEMBL1610875,,CHEMBL1610875,5.56,0,http://www.openphacts.org/units/Nanomolar,1203575,=,7,1,=,,IC50,nM,,2751.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,2.751
active,8260764,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(C(=O)N/N=C(\c2ccccc2)c2ccccn2)cc(OC)c1OC,,,CHEMBL1201862,,,,CHEMBL1983418,,CHEMBL1983418,5.02,0,http://www.openphacts.org/units/Nanomolar,1044606,=,7,1,=,,IC50,nM,,9582.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,9.582
active,8260765,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,Nc1ncccc1C(=O)OCC(=O)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,,,CHEMBL1201862,,,,CHEMBL1400374,,CHEMBL1400374,5.08,0,http://www.openphacts.org/units/Nanomolar,1268059,=,7,1,=,,IC50,nM,,8270.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,8.27
active,8260766,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,O=c1ccc2c(ccc3ncccc32)o1,,,CHEMBL1201862,,,,CHEMBL1985459,,CHEMBL1985459,,0,http://www.openphacts.org/units/Nanomolar,1630427,>,7,1,>,,IC50,nM,,3981.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,3.981
inactive,8260767,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(=O)c1cc2c(C)cc(=O)oc2cc1O,,,CHEMBL1201862,,,,CHEMBL1347672,,CHEMBL1347672,4.95,0,http://www.openphacts.org/units/Nanomolar,991215,=,7,1,=,,IC50,nM,,11237.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,11.237
inactive,8260768,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)c1cc(C(=O)N/N=C/c2ccc(O)cc2)n(-c2ccccc2)n1,,,CHEMBL1201862,,,,CHEMBL1976374,,CHEMBL1976374,4.57,0,http://www.openphacts.org/units/Nanomolar,1029115,=,7,1,=,,IC50,nM,,27105.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,27.105
active,8260769,[],CHEMBL1963969,PUBCHEM_BIOASSAY: Counterscreen for inhibitors of the Steroid Receptor Coactivator 1 (SRC1; NCOA1): Luminescence-based cell-based high throughput dose response assay to identify inhibitors of the Steroid Receptor Coactivator 3 (SRC3; NCOA3). (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc(C)c1-c1ccc(CN2C(CC(C)C)C(=O)N(Cc3cn(CC4CCCCC4)nn3)CCS2(=O)=O)cc1,,,CHEMBL1201862,,,,CHEMBL1717026,,CHEMBL1717026,5.09,0,http://www.openphacts.org/units/Nanomolar,1389659,=,7,1,=,,IC50,nM,,8197.0,CHEMBL1615382,Homo sapiens,Nuclear receptor coactivator 3,9606,,,IC50,uM,UO_0000065,,8.197
